publishedAt,user,comment,likeCount,comment (clean)
2023-04-28T04:34:20Z,4lyoutube,saya lebih focus ke ibu e Alam. wanita cerdas jebul e. ok LANJUTKAN.,0,saya lebih focus ke ibu e alam wanita cerdas jebul e ok lanjutkan
2023-04-28T04:27:47Z,hartono kayla,"kereen, Cerdaas",0,keren cerdaas
2023-04-28T04:05:54Z,Faliza Kurniadi,Mbak najwa yok jd wakil😂😂 ko gemes aku 🥰,0,mbak najwa yuk jadi wakil kok gemas aku 
2023-04-28T03:50:05Z,M. Regar,Pak Ganjar ini emang luar biasa............bicaranya sangat lugas dan konsekwen dan kerjanya nyata juga sangat bagus. Semoga jadi RI 1 tahun 2024.,2,pak ganjar ini memang luar biasa bicaranya sangat lugas dan konsekwen dan kerjanya nyata juga sangat bagus semoga jadi ri tahun 
2023-04-28T03:32:19Z,supramono kiki,"Atas Berkat Rohmat Allah SWT Anies Rasyid Baswedan untuk presiden RI 2024-2029 Menuju Indonesia Beradab,Adil,Makmur dan Sejahtera.",0,atas berkat rohmat allah swt anies rasyid baswedan untuk presiden ri menuju indonesia beradab adil makmur dan sejahtera
2023-04-28T03:05:42Z,Wahwah Official,Tegas &amp; jelas,0,tegas jelas
2023-04-28T02:53:56Z,Buari Amirullah,pengen liat anies ngobrol sma najwa .... (soalny gak mau dateng trus di undang),0,pengin lihat anies mengobrol sama najwa soalny enggak mau datang terus di undang
2023-04-28T02:49:19Z,Ilyas Dalimar,"seru politik taun depan, calonya orang keren semua. muda mduahan ini bsa jadi ttik balik Indonesia",0,seru politik tahun depan calonya orang keren semua muda mduahan ini bisa jadi ttik balik indonesia
2023-04-28T02:23:12Z,FNZ NMST,hahahaha wkwkwkwk hahaha,0,hahahaha wkwkwkwk hahaha
2023-04-28T02:05:58Z,putra kayangan 129,Dekati rakyat klo udah jadi dicuekin aja😂,0,dekati rakyat kalo sudah jadi dicuekin saja
2023-04-28T02:00:18Z,Nyoman Sukadana,"Jawaban tuntas,tegas dan lugas. Mudah dimengerti. Bravo Pak Ganjar.",9,jawaban tuntas tegas dan lugas mudah dimengerti bravo pak ganjar
2023-04-28T01:45:24Z,andy setiawan,semoga pilihan kita tidak salah....,0,semoga pilihan kita tidak salah
2023-04-28T01:34:15Z,agung prasetyo,Kenapa harus sama PDIP.. ndak ada gunanya kalo orang baik di lingkungan penyamun,1,kenapa harus sama pdip indak ada gunanya kalo orang baik di lingkungan penyamun
2023-04-28T01:22:19Z,Sutanto Widiatmoko,Keren banget Mba NS itu menurut sy hadir dipanggung manapun mewakili disegala aspek kehidupan penuh likaliku selalu diGANJAR hahaiii,0,keren banget mbak ns itu menurut saya hadir dipanggung manapun mewakili disegala aspek kehidupan penuh likaliku selalu diganjar hahai
2023-04-28T01:12:13Z,csl csl,"ini jawaban yg bisa dimengerti oleh semua orang bukan muter2 ngga karuan ,insyaallloh atas ijin Alloh SWT pak ganjar jadi presiden 2024 menggantikan bpk jokowi.",0,ini jawaban yang bisa dimengerti oleh semua orang bukan muter enggak karuan insyaallloh atas ijin allah swt pak ganjar jadi presiden menggantikan bpk jokowi
2023-04-28T01:00:13Z,Rizal.D.S,Hmmm apakah ini sebagian dari kampanye untuk Bapak Ganjarskie?😴,0,hm apakah ini sebagian dari kampanye untuk bapak ganjarskie 
2023-04-28T00:54:06Z,Hardiansyah 98,Saya suka saya bahkan cinta terhadap kinerja beliau tapi sayang ini buat indonesia 2024 no.... 😢,0,saya suka saya bahkan cinta terhadap kinerja beliau tapi sayang ini buat indonesia no 
2023-04-28T00:19:24Z,Yudi Anto,"BISMILLAHIRRAHMANIRRAHIM, PAK GANJAR PRANOWO JADI PENERUS PAK JOKO WIDODO. AMIN YA RABBALL&#39;ALAMIN 🤲",0,bismillahirrahmanirrahim pak ganjar pranowo jadi penerus pak joko widodo amin ya rabbalalamin 
2023-04-28T00:17:57Z,PUANG IDHIL,"Mbak Nana fans nya Arsenal ya ..... Klo iya kita sama dong ,,,Alhamdulillah",0,mbak nana fan nya arsenal ya kalo iya kita sama dong alhamdulillah
2023-04-28T00:16:20Z,Mamatek02 1000,Kapan bapak prabowo di wawancarai,0,kapan bapak prabowo di wawancarai
2023-04-28T00:00:14Z,HATERS👹,Siapa pun presidennya siapapun wakil saya dukung demi untuk memajukan indonesia keseluruhan...,1,siapa pun presidennya siapapun wakil saya dukung demi untuk memajukan indonesia keseluruhan
2023-04-27T23:58:32Z,troy lois,Sitaring putih Kakashi Hatake.😂,0,sitaring putih kakashi hatake 
2023-04-27T23:45:35Z,KHAERUL UMAM,"Mba Nana Wawancara Pak Ganjar Mulu , Kode Yaaaa.....",0,mbak nana wawancara pak ganjar mulu kode ya
2023-04-27T23:06:32Z,Misno Wijaya,Ganjar yess,0,ganjar yes
2023-04-27T22:55:08Z,superkuktv ing,Lanjutkan mba nana,0,lanjutkan mbak nana
2023-04-27T22:21:13Z,Fajar Stwn,"seandainya beliau nyapres dan hanya dapat satu suara, percayalah itu suara saya🥺",1,seandainya beliau nyapres dan hanya dapat satu suara percayalah itu suara saya
2023-04-27T23:05:26Z,superkuktv ing,Dua suara satunya lagi suara saya 🎉,0,dua suara satunya lagi suara saya 
2023-04-27T22:13:35Z,CahayaKamar,"Kasian Indonesia hampir 1abad di kuasai oleh krjaan jawa lihat lah 7presden nya cman 2 yg bnar2 brwibawa yaitu soekrno fan shorato slebih nya konyol...<br>Dan yg lbih konyol yg mnentukan presiden skrng Megawati bukan rakyat, skrng kita dipksa untk memilih yg sdh mreka pilih,,klu boleh pakai logika rakyat hnya mmlih anis...",0,kasihan indonesia hampir abad di kuasai oleh pekerjaan jawa lihat lah presden nya cuman yang bnar brwibawa yaitu soekrno fan shorato slebih nya konyol dan yang lebih konyol yang mnentukan presiden sekarang megawati bukan rakyat sekarang kita dipksa untuk memilih yang sudah mereka pilih kalau boleh pakai logika rakyat hanya mmlih anis
2023-04-29T19:45:24Z,CahayaKamar,"@Sea horse tdk akan prnah dan tdk akan trjadi jika prsden bkan orang jawa sbab scra partai yg mnguasai politik jawa mknya saya berdoa hrus ada prubahan besar klu bisa ibukota hrus pindah biar ada pmerataan,, jika anda bicara jokowi menang di luar bgtupun SBY kami mau pilih siapa cok? Kdua2 calon asal jawa prbowo vs jokowi dan sby vs megawati sama2 orang jawa...<br>Jika ada calon prsden luar jawa vs jawa itu baru bisa di bktikan apakah calon jawa menang di luar....",0,sea horse tidak akan pernah dan tidak akan terjadi jika prsden bukan orang jawa sbab secara partai yang mnguasai politik jawa makanya saya berdoa harus ada prubahan besar kalau bisa ibukota harus pindah biar ada pmerataan jika anda bicara jokowi menang di luar bgtupun surabaya kami mau pilih siapa cok kdua calon asal jawa prbowo vs jokowi dan surabaya vs megawati sama sama orang jawa jika ada calon prsden luar jawa vs jawa itu baru bisa di bktikan apakah calon jawa menang di luar
2023-04-29T08:04:31Z,Sea horse,"Emg ada aturan di konstitusi kah kalo presiden Indonesia harus Jawa? Gada kan. Gk seperti di negara tetangga yg etnis mayoritasnya punya privilege besar. <br><br>Kalo mau ada presiden non Jawa, ya silahkan ikut maju pilpres, gada ketentuan etnis juga kan kalo maju pilpres. Ntar menang kalah juga urusan rakyat. <br><br>Jokowi dulu gk hanya menang di Jawa. Sumut, DKI, Bali, Sulawesi, Indonesia Timur juga menang Jokowi. SBY di 2009 pun sama, malahan bisa menang di daerah mayoritas etnis Sunda seperti Jabar-Banten.",0,memang ada aturan di konstitusi kah kalo presiden indonesia harus jawa enggak ada kan enggak seperti di negara tetangga yang etnis mayoritasnya punya privilege besar kalo mau ada presiden non jawa ya silakan ikut maju pilpres enggak ada ketentuan etnis juga kan kalo maju pilpres entar menang kalah juga urusan rakyat jokowi dulu enggak hanya menang di jawa sumut dki bali sulawesi indonesia timur juga menang jokowi surabaya di pun sama malahan bisa menang di daerah mayoritas etnis sunda seperti jabar banten
2023-04-28T19:14:46Z,CahayaKamar,"@superkuktv ing Habibi prsden darurat sama hal nya ktika agresi militer blnda ke1 dna ke2 pusat pmrnthan indonesia di pndahkan ke bukit tinggi smbtra barat dan prsden darurat nya Syarifudin,, ibarat pmain cadangan...<br>Yg orng ingin adlah calom prsden asli putra daerah dari luar jawa,, kata soekrno klu pmikiran pake orng minang, klu soal cakap dan bijak pake orng medan dna kalau tenaga pake orng jawa itu soekrno yg bilang...<br>Klu prsden putar2 orng jawa trus kapan majunya hnya 2 orng jawa yg mmbwa indonesia di pnjak jayanya yaitu sokerno dan soharto...",0,superkuktv ing habibi prsden darurat sama hal nya ketika agresi militer blnda ke dna ke pusat pmrnthan indonesia di pndahkan ke bukit tinggi smbtra barat dan prsden darurat nya syarifudin ibarat pmain cadangan yang orang ingin adlah calom prsden asli putra daerah dari luar jawa kata soekrno kalau pmikiran pakai orang minang kalau soal cakap dan bijak pakai orang medan dna kalau tenaga pakai orang jawa itu soekrno yang bilang kalau prsden putar orang jawa terus kapan majunya hanya orang jawa yang mmbwa indonesia di pnjak jayanya yaitu sokerno dan soharto
2023-04-28T19:07:16Z,CahayaKamar,"@Sego Pulen klu saya brnci orng jawa udah gua bnuh di kmpung gua,,, ini argumentasi yg pnya point dan fkta sjarah di atas sesuai dg apa yg shrusnya ingin mnjadi prubhan dna prubahan itu akan trjadi ktika tmoung kkusan dan pmikiran brubah total..<br>Ini NKRI ada krjaan jawa, sriwijaya, aceh, minang, batak, krjaan kutai dan lain2 yg prnah brkuasa di nusantara jika bicara NKRI itu hrus ada rasa keadilan di dlm nya hmpir 1abad kita sdh srahkan tmpuk kkisan kpda orng2 jawa hasil nya apa?<br>Dimna kita skrng?<br>Apa kah 5sila sdh trbkti dan trjalani dg baik dan bnar?",0,sego pulen kalau saya brnci orang jawa sudah gua bnuh di kmpung gua ini argumentasi yang punya point dan fkta sjarah di atas sesuai dengan apa yang shrusnya ingin menjadi prubhan dna prubahan itu akan terjadi ketika tmoung kkusan dan pmikiran berubah total ini nkri ada pekerjaan jawa sriwijaya aceh minang batak pekerjaan kutai dan lain yang pernah brkuasa di nusantara jika bicara nkri itu harus ada rasa keadilan di dalam nya hampir abad kita sudah srahkan tmpuk kkisan kpda orng jawa hasil nya apa dimna kita sekarang apa kah sila sudah trbkti dan trjalani dengan baik dan bnar
2023-04-28T14:01:14Z,Sego Pulen,Emg Jawa kenapa bos? Gak suka sama org Jawa?,0,memang jawa kenapa bos enggak suka sama orang jawa
2023-04-27T22:01:57Z,Guru Bangsa,Hijau Sudah Tentu Berbeda Dengan Merah . Hanya di Guru Bangsa Chanel,0,hijau sudah tentu berbeda dengan merah hanya di guru bangsa chanel
2023-04-27T19:55:47Z,Rhm,hidup pak Ganjar Pranowo.akar rumput PDIP di bawah akan tetap slalu mendukung mu..,0,hidup pak ganjar pranowo akar rumput pdip di bawah akan tetap selalu mendukung mu
2023-04-27T19:53:14Z,Hen Jak,"PASLON 01 GANJAR PRANOWO SANDIAGA UNO/RIDWAN KAMIL,  PASLON 02 ANIES BASWEDAN AHY, PASLON 03 PRABOWO SUBIANTO ERICK THOHIR/MAHMUD MD TENTUKAN PILIHAN KALIAN RAKYAT INDONESIA UNTUK MASA DEPAN INDONESIA <a href=""http://www.youtube.com/results?search_query=%232024"">#2024</a> TAHUN POLITIK!!!",0,paslon ganjar pranowo sandiaga uno ridwan kamil paslon anies baswedan ahy paslon prabowo subianto erick thohir mahmud md tentukan pilihan kalian rakyat indonesia untuk masa depan indonesia tahun politik
2023-04-27T19:52:35Z,satrio paningit ragiel gowor. Am,bismillah pak ganjar penerus pak jokowi amin asli pribumi pengalaman gak cm pintar omong sok munafik,0,bismillah pak ganjar penerus pak jokowi amin asli pribumi pengalaman enggak cuma pintar omong sok munafik
2023-04-27T19:14:59Z,MyQueens Music,percayalah selama partainya masih banteng pasti di kendaliin,0,percayalah selama partainya masih banteng pasti di kendaliin
2023-04-27T19:06:25Z,fajarijend,Pak anies luar biasa💙,0,pak anies luar biasa
2023-04-27T18:31:04Z,muhammad teguh mulia,No banteng,0,no banteng
2023-04-27T18:25:17Z,Wasita Adi,Masih ditunggu calon pemimpin yg berani mengedepankan kepentingan rakyat banyak diatas kepentingan partai dan koalisi politiknya....karena pada realitanya para elit politik adalah sumber kesengsaraan rakyat!! Satrio Pinilih akan tampil dari rakyat dan didukung penuh oleh rakyat sebagai sosok yg memang terpilih sebagai pemimpin dan pengayom  bukan dari petugas partai politik manapun....,0,masih ditunggu calon pemimpin yang berani mengedepankan kepentingan rakyat banyak diatas kepentingan partai dan koalisi politiknya karena pada realitanya para elit politik adalah sumber kesengsaraan rakyat satrio pinilih akan tampil dari rakyat dan didukung penuh oleh rakyat sebagai sosok yang memang terpilih sebagai pemimpin dan pengayom bukan dari petugas partai politik manapun
2023-04-27T18:04:03Z,Sawqhon777,"Insya Allah...,pilih ganjar pranowo",0,insya allah pilih ganjar pranowo
2023-04-27T17:51:49Z,Don Jenggo,Untung bukan puan yg dipilih,0,untung bukan puan yang dipilih
2023-04-27T17:47:52Z,Besanof Mandagi,Pak ganjar capres?,0,pak ganjar capres
2023-04-27T17:43:27Z,Zaky ahmad,Trimkash pak ganjar dari sini kita belajar semua parpol itu sama saja bedanya ada yg menutup2in boroknya ada yg berani jujur tentang tentang berpartai 😇,2,trimkash pak ganjar dari sini kita belajar semua parpol itu sama saja bedanya ada yang menutup in boroknya ada yang berani jujur tentang tentang berpartai 
2023-04-27T16:52:09Z,Abdul Azis,"Sebagus&quot;bagusnya ganjar tetep wayang, dalangnya kan si ituh",0,sebagusbagusnya ganjar tetap wayang dalangnya kan sih itu
2023-04-28T14:03:31Z,Sego Pulen,"Anies sama aja,,, di setir paloh",0,anies sama saja di setir paloh
2023-04-27T16:44:53Z,Bro Miftah,"keren pak ganjar,. maju terus tak dukung full",0,keren pak ganjar maju terus tak dukung ful
2023-04-27T16:42:22Z,Septian Adiguna,Biar balance coba di wawancara jg pak anies baswedan mba nana sebagai Capres,1,biar balance coba di wawancara juga pak anies baswedan mbak nana sebagai capres
2023-04-27T16:40:13Z,Martin Jon Hutabarat,Hadeeeh petugas partai,0,hadeeeh petugas partai
2023-04-27T16:37:40Z,Faisal Arief,y,0,ya
2023-04-27T16:35:49Z,Yono Yono,"Jawaban cerdas pk ganjar walau di sudutkn sang jurnalis, Netralah mbak nana 🙏",1,jawaban cerdas pakai ganjar walau di sudutkn sang jurnalis netralah mbak nana 
2023-04-27T16:28:57Z,Anam Muhammad,Boneka mega lagi,0,boneka mega lagi
2023-04-27T16:28:54Z,Anam Muhammad,Boneka mega lagi,0,boneka mega lagi
2023-04-27T16:16:31Z,rachmat santoso,"Calon2 seru nih. Ganjarnya jago menata bahasa, lawannya juga sama jago ngomong. Debatnya bakal seru.",0,calon seru nih ganjarnya jago menata bahasa lawannya juga sama jago mengomong debatnya bakal seru
2023-04-30T06:48:44Z,Yanuar freeman,Ganjar lugas ngomong sesuai kenyataan yg di alaminya.. Jujur dan gamblang,0,ganjar lugas mengomong sesuai kenyataan yang di alaminya jujur dan gamblang
2023-04-27T15:50:41Z,kukuh ganiaji,Tepat bngt PDIP nunjuk ganjar buat jadi capres...,0,tepat banget pdip nunjuk ganjar buat jadi capres
2023-04-27T15:45:36Z,Amir Mahfudi,Ok Ganjar coblos nanti❤,0,ok ganjar coblos nanti
2023-04-27T15:41:10Z,Yudi Wijaya,Ini lah jagoanku,0,ini lah jagoanku
2023-04-27T15:33:44Z,LeftyWarrior,"Nana pusing juga... Coba pancing² Mas Ganjar, tapi mentah teruuus...",0,nana pusing juga coba pancing² mas ganjar tapi mentah teruuus
2023-04-27T15:07:44Z,Pahmi,"Untuk ap pilih Ganjar yg tdk prhatian dgn sepak  bola Garuda Indonesia. klo pecinta sepak bola s&#39;muanya mau disimpatikan utk mau pilih dia itu bodoh Skali. tetap pndirian wahai seluruh penggemar sepak bola Indonesia,jgn kemakan mulut manis brbisa itu.",0,untuk apa pilih ganjar yang tidak perhatian dengan sepak bola garuda indonesia kalo pecinta sepak bola simuanya mau disimpatikan untuk mau pilih dia itu bodoh sekali tetap pndirian wahai seluruh penggemar sepak bola indonesia jangan termakan mulut manis brbisa itu
2023-04-27T14:50:21Z,Lynlin Gate,"Terima kasih video nya 🙏🏻🙏🏻<br>Mohon maaf, boleh request ttg pembahasan arogansi oknum2 tertentu? Terutama yg skrg sedang banyak diberitakan.<br>Kasus Anak Polisi aniaya mahasiswa.<br>Sang ayah hanya diam saja, harta tidak wajar, borok2 terdahulu mulai terungkap lagi, kasus berbulan2 tidak diusut, dan lain lain.<br>Sungguh miris, kelakuan oknum penegak hukum yg justru sangat meresahkan 😢😢<br>Berharap negeri ini tetap kuat dan hukum TEGAS utk siapapun yg terlibat / bersalah (tanpa pandang bulu).<br>Terima kasih sblmnya 🙏🏻",1,terima kasih video nya mohon maaf boleh request tentang pembahasan arogansi oknum tertentu terutama yang sekarang sedang banyak diberitakan kasus anak polisi aniaya mahasiswa sang ayah hanya diam saja harta tidak wajar borok terdahulu mulai terungkap lagi kasus berbulan tidak diusut dan lain lain sungguh miris kelakuan oknum penegak hukum yang justru sangat meresahkan berharap negeri ini tetap kuat dan hukum tegas untuk siapapun yang terlibat bersalah tanpa pandang bulu terima kasih sebelumnya 
2023-04-27T14:45:31Z,MQA 420,"Tolak Ganjar, yg pilih kaum partai PDIP sengsara rakyat",0,tolak ganjar yang pilih kaum partai pdip sengsara rakyat
2023-04-27T14:44:26Z,Padmi Giyono,Sip calon RI satu pilihanku jos merakyat.,0,sip calon ri satu pilihanku jos merakyat
2023-04-27T14:37:04Z,QOUTE MUTIARA,"Tuntaskan dulu masa jabatan gubernur..,maka waktu itu sudah di sumpah 😂",0,tuntaskan dulu masa jabatan gubernur maka waktu itu sudah di sumpah 
2023-04-27T14:26:51Z,Widiadi Wahyu,insya allah pk ganjar amanah penerus pk jokowi ...aamiin ya robb,0,insya allah pakai ganjar amanah penerus pakai jokowi amin ya rob
2023-04-27T14:04:49Z,Keandre Ultraman,"Mau tanya dong, selain menggagalkan piala dunia U20, prestasi beliau semenjak jadi gubernur apa yaaaaa????",0,mau tanya dong selain menggagalkan piala dunia u prestasi beliau semenjak jadi gubernur apa ya
2023-04-27T13:54:11Z,darul nurjanah,Padahal ini live dan pasti juga blm ada persiapan sblmnya tp jawabannya sangat cerdas ✊,0,padahal ini live dan pasti juga belum ada persiapan sebelumnya tapi jawabannya sangat cerdas 
2023-04-27T14:53:06Z,Yanuar freeman,Bukti pak ganjar sangat matang.. Tenang,0,bukti pak ganjar sangat matang tenang
2023-04-27T13:40:29Z,𝐁𝐚𝐛𝐲 𝐃𝐨𝐠𝐞 𝐂𝐨𝐢𝐧 Opensea,Mix nya nana jatuh 😊😊😊,0,mix nya nana jatuh 
2023-04-27T13:28:59Z,RDTYA NOVANA,Gak yakin kalo calon sebelah di interview bisa tenang &amp; lugas seperti ini..,0,enggak yakin kalo calon sebelah di interview bisa tenang lugas seperti ini
2023-04-27T13:12:42Z,Budi Pekerti,"Secara data dan fakta, Ganjar identik dgn:<br>1. Korupsi (korupsi e-ktp dan korupsi pemprov).<br>2. Ga mutu (Jateng jadi provinsi termiskin di Jawa, dan ekonominya semakin terpuruk dibawah Ganjar).<br>3. Ga peduli rakyat, terutama rakyat kecil (diskriminasi dan penindasan berdarah warga Wadas).<br>4. Mental Bejat (bangga sebagai penikmat film porno dan masturbasi).<br>Dan masih banyak lagi.",1,secara data dan fakta ganjar identik dengan korupsi korupsi e ktp dan korupsi pemprov enggak mutu jateng jadi provinsi termiskin di jawa dan ekonominya semakin terpuruk dibawah ganjar enggak peduli rakyat terutama rakyat kecil diskriminasi dan penindasan berdarah warga wadas mental bejat bangga sebagai penikmat film porno dan masturbasi dan masih banyak lagi
2023-04-27T13:05:07Z,Ma'rufatun,Lama bgtmulainya,0,lama bgtmulainya
2023-04-27T12:58:06Z,Arul Chayo,Udah kapok pilih banteeng,0,sudah kapok pilih banteeng
2023-04-27T12:44:12Z,Nadin Saputri,Coba mata najwa udang anis baswedan dan prabowo subianto mana jawabanya yg rasional 😂😂😂😂😂,0,coba mata najwa udang anis baswedan dan prabowo subianto mana jawabanya yang rasional 
2023-04-27T12:39:34Z,Future Soccer,Di komen ini terlalu banyak buzzer,0,di komen ini terlalu banyak buzzer
2023-04-27T12:35:28Z,yohoho,Gokil emang buzzer nih😅 ganjar dicalonin langsung gerak semua wkwk akun kloning semua isi nya kolom komentar🤣 di gubernur ga ada prestasi aja masih bisa diangkat nih orang 😅,0,gila memang buzzer nih ganjar dicalonin langsung gerak semua wkwk akun kloning semua isi nya kolom komentar di gubernur enggak ada prestasi saja masih bisa diangkat nih orang 
2023-04-28T14:10:12Z,Sego Pulen,😅😅😅 yg akun klonning siapa yaa??? Buzzeer kadrun 😅,0, yang akun klonning siapa ya buzzeer kadrun 
2023-04-27T12:18:24Z,Sigit Ardianto,semoga sepakbola indonesia dibubarkan sama beliau,0,semoga sepakbola indonesia dibubarkan sama beliau
2023-04-27T11:54:04Z,MEGAR CHANNEL,Siap dukung Ganjar Pranowo,0,siap dukung ganjar pranowo
2023-04-27T11:32:46Z,dery Ard,"Saya suka Pak Ganjar, tidak suka Bu Mega🙏",0,saya suka pak ganjar tidak suka bu mega
2023-04-27T11:23:54Z,Rubi Yanti,Saya pilih baim wong aja ah yang suka memberi kesesama orang miskin,0,saya pilih baim wong saja ah yang suka memberi kesesama orang miskin
2023-04-27T11:16:29Z,Giovanni 10,Penjelasannya Cpt di mengerti. Tidak keliling2 putar balik kata puisi dan puitis. Kaya Sebelah😃🤣🤣,0,penjelasannya cepat di mengerti tidak keliling putar balik kata puisi dan puitis kayak sebelah
2023-04-27T11:07:47Z,Dimas R,"Wah, kalah ini sama figur sebelumnya yg sekarang menjabat menjadi presiden. Beliau bisa pegang prinsip sambil menenangkan ego si ibu. Yang ini nurut dan ikut semua apa mau ibu.<br><br>Blm yakin sama sosok ini, tunggu cawapres sama visi dan misinya dl deh.",0,wah kalah ini sama figur sebelumnya yang sekarang menjabat menjadi presiden beliau bisa pegang prinsip sambil menenangkan ego sih ibu yang ini nurut dan ikut semua apa mau ibu belum yakin sama sosok ini tunggu cawapres sama visi dan misinya dulu deh
2023-04-27T10:59:49Z,Gatut Sudiro,Undang pak anies dong mbk nana🙏,1,undang pak anies dong mbak nana
2023-04-27T10:38:18Z,Richo ogety,Wajah pak Ganjar yg sekarang lebih cerah dan ceria ketimbang sebelum-sebelumnya. <br>Apa karena udh dpt kursi capres 2024 y?? <br>Wkwk😁,0,wajah pak ganjar yang sekarang lebih cerah dan ceria ketimbang sebelum sebelumnya apa karena sudah dapat kursi capres ya wkwk
2023-04-27T10:33:52Z,Haru Krentz,"Udah gini ajaa capres pak prabowo, cawapres pak ganjar. Maaf pak anies tp 5 tahun k depan dunia masuk ke fase ketidakpastian kita butuh presiden dan wapres kuat yg didukung parpol spya stiap kebijakan pemeriintah bsa berjalan tanpa gangguan dan kegaduhan.",0,sudah begini saja capres pak prabowo cawapres pak ganjar maaf pak anies tapi tahun ke depan dunia masuk ke fase ketidakpastian kita butuh presiden dan wapres kuat yang didukung parpol spya setiap kebijakan pemeriintah bisa berjalan tanpa gangguan dan kegaduhan
2023-04-27T10:28:59Z,Ryan Ramadhan,Semoga Rezekimu pak Ganjar untuk menjadi Presiden RI yang ke 8 . Amiinn Ya Allah 😇😇,0,semoga rezekimu pak ganjar untuk menjadi presiden ri yang ke amin ya allah 
2023-04-27T10:28:45Z,nama kamu,"maaf ya pak buk aku tetap memilih pak anis baswedan setiap orang kan berbeda pendapat <a href=""about:invalid#zCSafez""></a>",1,maaf ya pak buk aku tetap memilih pak anis baswedan setiap orang kan berbeda pendapat
2023-04-27T10:21:58Z,trfl gaming,SUDAH PASTI DUKUNG GANJAR 1000%,0,sudah pasti dukung ganjar 
2023-04-27T10:08:53Z,Putra Tamura,Bapak lagi salonin si ibu ya ?,0,bapak lagi salonin sih ibu ya
2023-04-27T10:05:39Z,Diawan Wr,Pak Ganjar cocoknya Jadi Ketua PSSI..karna beliau untuk rakyat. ...,0,pak ganjar cocoknya jadi ketua pssi karena beliau untuk rakyat
2023-04-27T10:00:56Z,Putu Hendra,Mbak najwa. Cobak tanyaen tentang. Pt pripot. Kasus ektp. Dan. Piala dunia..... Saya bertanya,0,mbak najwa coba tanyaen tentang pt pripot kasus ektp dan piala dunia saya bertanya
2023-04-27T09:42:30Z,Hermin Puji,Ganjar oke asal jangan di PDIP. WKWKW,2,ganjar oke asal jangan di pdip wkwkw
2023-04-27T09:37:48Z,eko supriyanto,Gak usah banyak koar koar mas Ganjar Pornowo.... Untuk Jateng selama 2 periode udah berbuat apa??<br>-Abdi Partai.... Ah sama aja inimah sama yg sebelumnya..<br>-Suka Pansos..apalagi kalou sudah maraha marah harus di shoootbiar ketauan peduli..<br>-Minim Program kerja dan inovatif<br>-Komunikasi tidak berjalan baik..lebih mengedepankan marah marah terus di shooot...<br>-intelektual dan kecerdasan belum teruji di kehiddupan bernegara...<br>- Yang parah suka nonton film bokef..dan kecendrungan berhalusinasi dengan adegan adegan ranjang...hiiiiii ngeri banget ini mah..,1,enggak usah banyak koar koar mas ganjar pornowo untuk jateng selama periode sudah berbuat apa abdi partai ah sama saja inimah sama yang sebelumnya suka pansos apalagi kalou sudah maraha marah harus di shoootbiar ketahuan peduli minim program kerja dan inovatif komunikasi tidak berjalan baik lebih mengedepankan marah marah terus di shooot intelektual dan kecerdasan belum teruji di kehiddupan bernegara yang parah suka menonton film bokef dan kecendrungan berhalusinasi dengan adegan adegan ranjang hi ngeri banget ini mah
2023-04-27T09:30:00Z,I' M7,Pak jokowi presiden yg revolusioner luar biasa hebat......diteruskan pak ganjar pranowo yg lebih modern..punya kualitas gaya komunikasi politik yg luar biasa.....semoga tambah maju indonesia...koruptor penyakit negeri harus di berantas dengan vonis hukuman mati....pak ganjar suara ku untukmu...semoga dapat menjaga amanah dari masyarakat2 kecil secara keseluruhan....,0,pak jokowi presiden yang revolusioner luar biasa hebat diteruskan pak ganjar pranowo yang lebih modern punya kualitas gaya komunikasi politik yang luar biasa semoga tambah maju indonesia koruptor penyakit negeri harus di berantas dengan vonis hukuman mati pak ganjar suara ku untukmu semoga dapat menjaga amanah dari masyarakat kecil secara keseluruhan
2023-04-27T09:19:56Z,Fahmi Frizana,Udah pas jadi Presiden di 2024👏☀☀🌟,0,sudah pas jadi presiden di 
2023-04-27T08:48:09Z,Beer Universe,"No ganjar,, indonesia bukan hanya jawa.",1,no ganjar indonesia bukan hanya jawa
2023-04-27T08:27:35Z,Pengeras Suara,"<a href=""https://www.youtube.com/watch?v=_HwJW5f5jFQ&amp;t=29m56s"">29:56</a> Nazwa langsung bersender ke kursi,seperti tidak menyangka akan jawaban dari GP.  Heran sama pertanyaannya, kayak titipan aja. 😂",0, nazwa langsung bersender ke kursi seperti tidak menyangka akan jawaban dari gp heran sama pertanyaannya kayak titipan saja 
2023-04-27T08:26:45Z,Glacier Lng,Selama di bawah naungan Partai Banteng merah Maaf saya Tidak akan memilih 🙏🏻 cukup jera beberapa tahun kemarin atas kasus&quot; yang masih tidak ada perkembangan 🙏🏻,0,selama di bawah naungan partai banteng merah maaf saya tidak akan memilih cukup jera beberapa tahun kemarin atas kasus yang masih tidak ada perkembangan 
2023-04-27T08:25:21Z,Pak Rahmad F,Lanjutkan 2 periode kedepan di pegang pdi kembali biar aman ...,0,lanjutkan periode kedepan di pegang pdi kembali biar aman
2023-04-27T08:09:50Z,Hermawan Dewantoro,Berani si Ganjar melakukan terobosan menjadi juru damai Israel-Palestina 🤔,0,berani sih ganjar melakukan terobosan menjadi juru damai israel palestina 
