publishedAt,user,comment,likeCount,comment (clean)
2023-04-23T06:48:30Z,Badawi Al Khatiri,"Nanti kalo pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:25:30Z,Tv Top,kmi setujuh,0,kami setujuh
2023-04-23T06:25:26Z,Imron Ulaili,Mantap👏👏👏,2,mantap
2023-04-23T06:25:19Z,Indonesia Bersuara,pak ganjar selalu dihati,1,pak ganjar selalu dihati
2023-04-23T06:25:17Z,Acha Smartphone,Planga plongo lagi presiden kita.. <br>Hancur deh indonesiaku kalau calon pdip. Yang menang..,0,planga plongo lagi presiden kita hancur deh indonesiaku kalau calon pdip yang menang
2023-04-23T06:49:03Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:25:12Z,Wawan Setiawan,Ganjar siap jadi petugas partai...,0,ganjar siap jadi petugas partai
2023-04-23T06:49:14Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:25:08Z,Indonesia Bersuara,pak ganjar yang paling tepat meneruskan perjuangan pak jokowi dan akan lebih maju lagi,0,pak ganjar yang paling tepat meneruskan perjuangan pak jokowi dan akan lebih maju lagi
2023-04-23T06:24:55Z,MOM SHERA,SEIKANDI GANJARIST SELALU TERDEPAN,0,seikandi ganjarist selalu terdepan
2023-04-23T06:24:52Z,I gede Budayasa,Ganjar Pranowo dan Mahfud MD 👍,0,ganjar pranowo dan mahfud md 
2023-04-23T06:24:51Z,Mojo Agung1,"p ganjar emang tob,bener2 penerus p jokowi",0,p ganjar memang tob benar benar penerus p jokowi
2023-04-23T06:24:50Z,ahmad baihakki,Ternyata mbak Najwa dah jadi timses Ganjar 😂,0,ternyata mbak najwa deh jadi timses ganjar 
2023-04-23T06:24:45Z,GusKevin Channel,"Urus jateng 2x periode saja gk mampu urusi banjir, rob, abrasi pantura. Selain itu jalan2 pada rusak, kemiskinan jateng meningkat, UMR paling Rendah, blm lgi persoalan lingkungan, ada wadas, kendeng dsb. Apa yg bisa di banggain dengan Ganjar? Hanya pencitraan saja.",0,urus jateng x periode saja enggak mampu urusi banjir rob abrasi pantura selain itu jalan jalan pada rusak kemiskinan jateng meningkat umr paling rendah belum lagi persoalan lingkungan ada wadas kendeng dsb apa yang bisa di banggakan dengan ganjar hanya pencitraan saja
2023-04-23T07:59:15Z,GusKevin Channel,@Badawi Al Khatiri <br>Anda gak liat gak tau fakta jateng. Anda gak punya otak berarti karna gak bisa mikir😅,0,badawi al khatiri anda enggak lihat enggak tau fakta jateng anda enggak punya otak berarti karena enggak bisa mikir
2023-04-23T06:49:58Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:24:42Z,Agoy Agoy,"Saya bukan memilih Partai, partai sebagai Bahtera tempat org menumpang utk bertambat di suatu Pelabuhan. Semoga Indonesia mendapat pemimpin yang amanah, jujur, adil, berani krn benar, sederhana. Di cintai dan mencintai Rakyat. Saat ini Indonesia sudah di kagumi Dunia Internasional jgn sampai, turun lagi krn Indonesia dulu2nya di lecehkan oleh negara tetangga seperti Malaysia, jgn sampai ini terjadi lagi. Dan martabat Indonesia harus kita jaga. Indonesia maju dan Indonesia Makmur.",24,saya bukan memilih partai partai sebagai bahtera tempat orang menumpang untuk bertambat di suatu pelabuhan semoga indonesia mendapat pemimpin yang amanah jujur adil berani karena benar sederhana di cintai dan mencintai rakyat saat ini indonesia sudah di kagumi dunia internasional jangan sampai turun lagi karena indonesia dulu nya di lecehkan oleh negara tetangga seperti malaysia jangan sampai ini terjadi lagi dan martabat indonesia harus kita jaga indonesia maju dan indonesia makmur
2023-04-23T11:29:38Z,rian frima,"@Eka ramadani SKIP DULU BUAT PETUGAS PARTAI !!! ga bosen apa 10 tahun negara ini di setir oleh ketua partai? saya lebih percaya bambang pacul ngomong pas rapat dpr kemaren, daripada jawaban mas ganjar panjang lebar muter2 yang intinya apapun jabatannya mas ganjar ketum partai tetap jd decision maker. please be smart people",0,eka ramadani skip dulu buat petugas partai enggak bosan apa tahun negara ini di setir oleh ketua partai saya lebih percaya bambang pacul mengomong pas rapat dpr kemarin daripada jawaban mas ganjar panjang lebar muter yang intinya apapun jabatannya mas ganjar ketum partai tetap jadi decision maker please be smart people
2023-04-23T07:57:31Z,Sukakku,@Eka ramadani wkwk yg modalin nyapres siapa coba wkwk kekayaan nya aja kurang untuk nyalonin wkwk pasti kan ada timbal balik klo nnti jadi presiden jaman skrg gada yg gratis dek,1,eka ramadani wkwk yang modalin nyapres siapa coba wkwk kekayaan nya saja kurang untuk nyalonin wkwk pasti kan ada timbal balik kalo nanti jadi presiden jaman sekarang enggak ada yang gratis dek
2023-04-23T07:56:04Z,Rishfi Anugrah,"@Eka ramadani Yang bener, kemarin aja Komen tentang piala Dunia pasti di suruh yang sonob, hahahaha, petugas partai",0,eka ramadani yang benar kemarin saja komen tentang piala dunia pasti di suruh yang sonob hahahaha petugas partai
2023-04-23T07:49:21Z,Eka ramadani,​@Sukakku tidak 100 persen lah mengabdi ke partai tetapi 80 persen ngabdi ke NKRI,0, sukakku tidak persen lah mengabdi ke partai tetapi persen ngabdi ke nkri
2023-04-23T07:07:23Z,Sukakku,Gada partai gabisa nyalonin presiden duit nya kurang wkwk jadi klo kepilih pasti mengabdi ke partai lah wkwk,2,enggak ada partai enggak bisa nyalonin presiden duit nya kurang wkwk jadi kalo kepilih pasti mengabdi ke partai lah wkwk
2023-04-23T06:24:39Z,Febriana Ian,PATENNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,0,paten
2023-04-23T06:24:29Z,Sir Dandy,Gas pol pak Ganjar. Siap dukung untuk Presiden 2024 😊,9,gas pol pak ganjar siap dukung untuk presiden 
2023-04-23T06:24:26Z,putra gaol,Capres palestina bkn indonesia...,0,capres palestina bukan indonesia
2023-04-23T06:50:44Z,Badawi Al Khatiri,Dasar junjungan capres kadrun bani Israel... Wkwkwkwk,0,dasar junjungan capres kadrun bani israel wkwkwkwk
2023-04-23T06:24:25Z,Tv Top,kmi rakyat setujuh pk ganjar penerus pk jokowi,0,kami rakyat setujuh pakai ganjar penerus pakai jokowi
2023-04-23T06:24:24Z,Aan Fitri Rahayu,Orang solo semua presiden RI Jokowi dari solo Ganjar Pranowo dari solo apa jogya ya,0,orang solo semua presiden ri jokowi dari solo ganjar pranowo dari solo apa jogya ya
2023-04-23T06:24:21Z,pitheng Yanto,saya kira pemaparan pak ganjar mudah di fahami   arong awam seperti saya. <br>pak ganjar 👍👍👍,38,saya kira pemaparan pak ganjar mudah di fahami arong awam seperti saya pak ganjar 
2023-04-23T08:27:41Z,Su Trisno,Bravo P Ganjar saya sy tertaryk dg pembelaan Jawaban PIL UD 20 DG TANGKAS DN LUGAS MASALAH KONSTITUSI UUD 45 BETUL JAWABAN CERDAS KARENA INI OLAH RAGA SEPAK BOLA YG PENCINTANYA RAKYAT INDONESIA SBG BESAR TP DIBELAKANGNYA ADA UNSUR POLITIKNYA YG AKAN MENGGOYANG KREDIBILITAS GANJAR ALHAMDULLILAH ELEKTABITASNYA NAIK PESAT KEMBALI,0,bravo p ganjar saya saya tertaryk dengan pembelaan jawaban pil sudah dengan tangkas dan lugas masalah konstitusi uud betul jawaban cerdas karena ini olah raga sepak bola yang pencintanya rakyat indonesia sebagai besar tapi dibelakangnya ada unsur politiknya yang akan menggoyang kredibilitas ganjar alhamdullilah elektabitasnya naik pesat kembali
2023-04-23T08:07:00Z,liana martin,betull,0,betul
2023-04-23T07:10:03Z,Sukma,Taikkk smu,0,tahi smu
2023-04-23T06:24:15Z,aulelia cahya,Sangat elegan,0,sangat elegan
2023-04-23T06:24:15Z,Febriana Ian,KELASSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,0,kelas
2023-04-23T06:24:13Z,Cintia,Saya sebagai wakil orang Jawa timur sungguh sangat kecewa kepada Ganjar ..mengapa..karena dia sudah membatalkan piala dunia U20  ..sebab Jawa timur adalah kiblatnya sepak bola..jadi jangan harap suara anda di Jawa timur akan banyak...,0,saya sebagai wakil orang jawa timur sungguh sangat kecewa kepada ganjar mengapa karena dia sudah membatalkan piala dunia u sebab jawa timur adalah kiblatnya sepak bola jadi jangan harap suara anda di jawa timur akan banyak
2023-04-23T07:48:55Z,pakdhe yud,kita lihat saja😇,0,kita lihat saja
2023-04-23T07:33:11Z,UEFA CL,Kadrun terdeteksi,0,kadrun terdeteksi
2023-04-23T07:10:38Z,Ngek Ngok,Saya orang jatim ndukung p. Ganjar,1,saya orang jatim mendukung p ganjar
2023-04-23T06:51:51Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",2,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:24:13Z,Pak Mor,ak marem csprese wong jowo,0,aku marem csprese wong jowo
2023-04-23T06:24:09Z,Rico Darmanto,Semoga Pak Koster jadi cawapresnya,1,semoga pak koster jadi cawapresnya
2023-04-23T06:24:08Z,Heri Mulyono,Jika harus mengabdi maka mengabdilah kepada rakyat bukan mengabdi pada oligarki.,0,jika harus mengabdi maka mengabdilah kepada rakyat bukan mengabdi pada oligarki
2023-04-23T06:24:07Z,inara nara,"Semoga pak ganjar, pak prabowo dan pak anies menjadi kandidat calon presiden ..",0,semoga pak ganjar pak prabowo dan pak anies menjadi kandidat calon presiden
2023-04-23T06:24:06Z,Efrizon Ison,berarti anda bangga jadi budak nya cina,0,berarti anda bangga jadi budak nya cina
2023-04-23T06:52:36Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:24:03Z,bx maihen,"Anjayy Kutoarjo, deket rumah",0,anjay kutoarjo dekat rumah
2023-04-23T06:24:02Z,Bobongan 2018,Pilihan yg tepat utk pak ganjar 👍👍👍👍 pembangunan berlanjut indonesia maju 👍 semoga selalu sehat🙏,15,pilihan yang tepat untuk pak ganjar pembangunan berlanjut indonesia maju semoga selalu sehat
2023-04-23T07:23:30Z,Karma yoda,​@Dion Benandito manisan anis lah ..<br>Yang bisa bikin parkiran air 🤣,1, dion benandito manisan anis lah yang bisa bikin parkiran air 
2023-04-23T06:52:40Z,Dion Benandito,"Maju kayak kasus wadas &amp; samin, &amp; angka kemiskinan di jateng.... <br><br>Makan tuh lambe lamis pencitraan....",1,maju kayak kasus wadas samin angka kemiskinan di jateng makan tuh lambe lamis pencitraan
2023-04-23T06:24:00Z,Parasti Sellular,The next presiden is the best.<br>Bali akan merah dng si muncong putih.,0,the next presiden is the best bali akan merah dengan sih muncong putih
2023-04-23T06:23:59Z,Denny Lie,"Petugas partai, ganjar jawabya pasti diplomatis dan tetap menyenangkan kuping bu mega sbb kalau tdk tiketnya di cabut 😂",1,petugas partai ganjar jawabya pasti diplomatis dan tetap menyenangkan kuping bu mega sb kalau tidak tiketnya di cabut 
2023-04-23T06:52:56Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:23:58Z,Abang Ganteng,Indra ke 6 ku berkata bahwa Ganjar bukan pilihan yg tepat pemimpin mendatang.,0,indra ke ku berkata bahwa ganjar bukan pilihan yang tepat pemimpin mendatang
2023-04-23T06:53:07Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:23:58Z,Mister AJM,Prabowo👍👍👍,0,prabowo
2023-04-23T06:23:49Z,Iskandarbinsmith Iskandarbinsmith,lk jawab nyambong g kaya sebelah muter2😀😀,2,lk jawab nyambong enggak kayak sebelah muter 
2023-04-23T06:23:46Z,Yanti Aja,da bakal sy pilih pdi partai orang2kafir ..nnt ibu2 da ada lagi pengajian,0,dah bakal saya pilih pdi partai orang kafir nanti ibu ibu dah ada lagi pengajian
2023-04-23T06:53:24Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:23:44Z,Teguh Supriyadi Bojonegoro,Kalau saya bukan figur partainya tetapi lebih melihat figur Calonnya Bravo pak Ganjar.,11,kalau saya bukan figur partainya tetapi lebih melihat figur calonnya bravo pak ganjar
2023-04-23T06:23:43Z,Fahrudin Asyari,Silakan mewadaskan Indonesia ...😂,0,silakan mewadaskan indonesia 
2023-04-23T06:53:37Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:23:41Z,Alusia Kristi,Sukses pak Ganjar,5,sukses pak ganjar
2023-04-23T06:23:39Z,Setiaman Banyu,Semoga yang terbaik dan yang di semogakan menjadi berkah bagi Calon Presiden kita berikutnya,46,semoga yang terbaik dan yang di semogakan menjadi berkah bagi calon presiden kita berikutnya
2023-04-23T16:34:46Z,Ruyung Galuh,@edi war ah nama nya manusia tidak ada yg sempurna kamu sendiri juga paling hoby kan nonton BF terus ha ha ha ha ha.......,0,edi war ah nama nya manusia tidak ada yang sempurna kamu sendiri juga paling hoby kan menonton bf terus ha ha ha ha ha
2023-04-23T11:26:49Z,I Nyoman Buana,​@edi war egp emang ente orang yg paling suci ye mikir dasar kadrun gak usah banyak bacot,0, edi war egp memang ente orang yang paling suci ye mikir dasar kadrun enggak usah banyak bacot
2023-04-23T11:25:23Z,I Nyoman Buana,​@Hermanto Anto paling lengkap untuk nebangin pohon 2 di monas,0, hermanto anto paling lengkap untuk nebangin pohon di monas
2023-04-23T08:40:15Z,edi war,"@Ruyung Galuh ganjar hobi nonton bf , itu yg mau jadi pemimpin 🤣",0,ruyung galuh ganjar hobi menonton bf itu yang mau jadi pemimpin 
2023-04-23T08:38:08Z,Gaming alin,Mulut manis tapi otak kadrun😅😅,0,mulut manis tapi otak kadrun
2023-04-23T06:23:33Z,Aldo,Prabowo &amp; Mahfud ❤,1,prabowo mahfud 
2023-04-23T06:23:33Z,nia pau,Paling juga cuma ikut apa kata ibuk,0,paling juga cuma ikut apa kata ibuk
2023-04-23T06:23:31Z,Andri Lukito,"Start di menit <a href=""https://www.youtube.com/watch?v=_HwJW5f5jFQ&amp;t=19m40s"">19:40</a>",1,start di menit 
2023-04-23T06:23:20Z,Rantu Komunika,Siap pak Ganjar....,0,siap pak ganjar
2023-04-23T06:23:15Z,Mia Amelia,pak ganjar selalu dihati,6,pak ganjar selalu dihati
2023-04-23T06:23:12Z,Panda,Kami dari Kita Ganjar Nusantara optomis Ganjar menjadi the next Presiden RI 2024,1,kami dari kita ganjar nusantara optomis ganjar menjadi the next presiden ri 
2023-04-23T06:23:03Z,Hp Baru,salam tuk pak ganjar .kalo jadi presiden 2024 mbak nana kasih tempat di kabinet,0,salam untuk pak ganjar kalo jadi presiden mbak nana kasih tempat di kabinet
2023-04-23T06:22:57Z,Vebdy nainggolan,Selamat jangan mimpi jadi tuan rumah piala Dunia,2,selamat jangan mimpi jadi tuan rumah piala dunia
2023-04-23T06:22:56Z,Enjang Setiawan,"Beliau telah teruji sukses memimpin daerahnya. Punya nyali untuk tidak tunduk pada tekanan kaum oligar nakal, merakyat dan punya kecerdasan intelektual, emosional serta spiritual. Itulah Bung Anies Baswedan.<br>Selamat juga untuk ganjar, anda sudah mau melengkapi proses demokrasi dalam kontestasi pilpres. Minimal misi para pengasong inkonstitusional  3 priode telah terkubur.",1,beliau telah teruji sukses memimpin daerahnya punya nyali untuk tidak tunduk pada tekanan kaum oligar nakal merakyat dan punya kecerdasan intelektual emosional serta spiritual itulah bung anies baswedan selamat juga untuk ganjar anda sudah mau melengkapi proses demokrasi dalam kontestasi pilpres minimal misi para pengasong inkonstitusional priode telah terkubur
2023-04-23T07:32:19Z,UEFA CL,Tata kata,0,tata kata
2023-04-23T06:51:36Z,devi devrod,wkwk ajur kalo ans,0,wkwk ajur kalo ans
2023-04-23T06:22:53Z,Melky Wuri,Saya rasa saya harus golput 2024...awal nya saya sangat mendukung pak ganjar Pranowo...tp maaf pak...saya akan memilih golput di tahun depan...karna bapak sangat memungkinkan jd boneka saja.,0,saya rasa saya harus golput awal nya saya sangat mendukung pak ganjar pranowo tapi maaf pak saya akan memilih golput di tahun depan karena bapak sangat memungkinkan jadi boneka saja
2023-04-23T08:45:53Z,Melky Wuri,@Badawi Al Khatiri maaf kawan...saya bukan pemilih Anis apa lagi Prabowo....saja sejati nya Jokowi mania...tp dri sekarang nampak sekali Ganjar akan jd boneka mereka saja...,0,badawi al khatiri maaf kawan saya bukan pemilih anis apa lagi prabowo saja sejati nya jokowi mania tapi dari sekarang menampak sekali ganjar akan jadi boneka mereka saja
2023-04-23T06:54:16Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:22:52Z,CuanTha'Qoor,"PF PAK GANJAR. WIS ORA USAH KAKEHAN ONTOWACONO MENANGGAPI PRO DAN KONTRA ISTILAH PETUGAS PARTAI. PASTI ADA SJ REAKSI-2 YG NGGAK SENENG, CARI-2 DAN MANCING-2. YG PENTING MAJU JALAN, PANDANGAN LURUS KE DEPAN DAN TIDAK TOLAH-TOLEH  TUTUP TELINGA RAPAT-2 DARI GOSIPAN-2 MURAHAN.",0,pf pak ganjar wis ora usah kakehan ontowacono menanggapi pro dan kontra istilah petugas partai pasti ada saja reaksi yang enggak senang cari dan mancing yang penting maju jalan pandangan lurus ke depan dan tidak tolah toleh tutup telinga rapat dari gosipan murahan
2023-04-23T06:22:48Z,rarindra prakarsa,Pertanyaan diulang2 terus soal &quot;Petugas Partai&quot;. Sampe microphone ngadat.,0,pertanyaan diulang terus soal petugas partai sampai microphone ngadat
2023-04-23T06:22:36Z,Kaspul Anwar,Utk &quot;2024&quot; cukup banteng berkuasa. Rezim harus bersirkulasi!,0,untuk cukup banteng berkuasa rezim harus bersirkulasi
2023-04-23T06:54:31Z,Badawi Al Khatiri,"Nanti kalo pak ganjar - prabowo dan pdip menang lagi, dibilang nya curang, dibilang nya allah SWT gak adil, nanti ga percaya takdir Allah SWT lagi, kadrun mah sampe kiamat gak akan berubah kelakuan nya.. Kalo gak fitnah, hoax, dan berdoa yg buruk terus. Makanya kalah mulu dari pilpres. Dasar pekaes.. Wkwkwkwk",0,nanti kalo pak ganjar prabowo dan pdip menang lagi dibilang nya curang dibilang nya allah swt enggak adil nanti enggak percaya takdir allah swt lagi kadrun mah sampai kiamat enggak akan berubah kelakuan nya kalo enggak fitnah hoax dan berdoa yang buruk terus makanya kalah mulu dari pilpres dasar pekaes wkwkwkwk
2023-04-23T06:22:36Z,Budi Sayok,"Kami suka kamu pak,tapi kami gak suka dengan lingkunganmu",0,kami suka kamu pak tapi kami enggak suka dengan lingkunganmu
2023-04-23T06:22:32Z,Andy Adam Sidoel,Wadssss  wadasss,1,wads wadas
2023-04-23T06:22:31Z,Sugeng Haryadi,JAWABAN 2 GANJAR MENCERMINKAN BAHWA GANJAR ADALAH ORANG YANG JENIUS DAN BRILIAN PEMIKIRAN NYA💪💪,11,jawaban ganjar mencerminkan bahwa ganjar adalah orang yang jenius dan brilian pemikiran nya
2023-04-23T07:24:58Z,Dewa AJP,@Sugeng Haryadi aku ora mumet gaes cuma aku bingung apa yg harus dibanggain dari segi prestasi dan pencapaiyannya,0,sugeng haryadi aku ora mumet gaes cuma aku bingung apa yang harus dibanggakan dari segi prestasi dan pencapaiyannya
2023-04-23T07:16:47Z,Sugeng Haryadi,Mulai podo kejang2😀😀 siapke bodrek lek nak wes mumet,0,mulai podo kejang siapke bodrek lek nak wes mumet
2023-04-23T07:00:20Z,li lis,"Yg pling jenius ,bisa menggagalkan Pildun U20 yg Sdh didepan mata ,btp sakitnya semua pecinta bola diseluruh Indonesia",0,yang paling jenius bisa menggagalkan pildun u yang sudah didepan mata btp sakitnya semua pecinta bola diseluruh indonesia
2023-04-23T06:57:30Z,Soni69,"GP jenius dalam buat konten merakyat di chanel youtubenya,pintar berkata&quot;nya namu  tak sesuai kenyataan.. Coba promosikan GP dengan sebutkan prestasi nasional maupun global serta karya GP selama jadi gubernur jateng apa?? Monggo dijawab",0,gp jenius dalam buat konten merakyat di chanel youtubenya pintar berkatanya namu tak sesuai kenyataan coba promosikan gp dengan sebutkan prestasi nasional maupun global serta karya gp selama jadi gubernur jateng apa monggo dijawab
2023-04-23T06:51:49Z,Dewa AJP,Apa hal jenius yg telah dilakukan selama 2 periode menjabat gub Jateng ?,0,apa hal jenius yang telah dilakukan selama periode menjabat gub jateng
