Date,Open,High,Low,Close,Adj Close,Volume
2001-08-16,11850.000000,11850.000000,11600.000000,11650.000000,6521.146973,2577500
2001-08-17,11650.000000,11650.000000,11650.000000,11650.000000,6521.146973,0
2001-08-20,11650.000000,12200.000000,11650.000000,12000.000000,6717.060547,2578000
2001-08-21,12200.000000,12200.000000,11750.000000,11800.000000,6605.111328,1450500
2001-08-22,11950.000000,12000.000000,11900.000000,11950.000000,6689.073730,532500
2001-08-23,11950.000000,12050.000000,11850.000000,11950.000000,6689.073730,632500
2001-08-24,11950.000000,12100.000000,11950.000000,12050.000000,6745.048828,1191500
2001-08-27,12150.000000,12250.000000,12000.000000,12250.000000,6856.998047,2754000
2001-08-28,12250.000000,12700.000000,12200.000000,12650.000000,7080.900879,5851500
2001-08-29,12550.000000,12600.000000,12400.000000,12400.000000,6940.963379,1953500
2001-08-30,12400.000000,12400.000000,11950.000000,11950.000000,6689.073730,1897500
2001-08-31,11950.000000,12200.000000,11950.000000,12200.000000,6829.011719,1092500
2001-09-03,12200.000000,12350.000000,12100.000000,12250.000000,6856.998047,806000
2001-09-04,12300.000000,12350.000000,12100.000000,12200.000000,6829.011719,1081000
2001-09-05,12200.000000,12500.000000,12050.000000,12150.000000,6801.024902,1806500
2001-09-06,12200.000000,12450.000000,12150.000000,12400.000000,6940.963379,1823500
2001-09-07,12400.000000,12450.000000,12250.000000,12300.000000,6884.986816,426500
2001-09-10,12300.000000,12300.000000,12150.000000,12200.000000,6829.011719,237500
2001-09-11,12250.000000,12250.000000,11950.000000,12000.000000,6717.060547,1649000
2001-09-12,11800.000000,11850.000000,11300.000000,11650.000000,6521.146973,2525500
2001-09-13,11750.000000,11800.000000,11400.000000,11400.000000,6381.209473,2545500
2001-09-14,11400.000000,11450.000000,10950.000000,11050.000000,6185.293457,3095500
2001-09-17,10850.000000,10850.000000,10000.000000,10100.000000,5653.525879,4592000
2001-09-18,10300.000000,10600.000000,10300.000000,10500.000000,5877.428711,3156000
2001-09-19,10600.000000,10950.000000,10600.000000,10900.000000,6101.329102,2004500
2001-09-20,10800.000000,11050.000000,10600.000000,11000.000000,6157.305176,1471000
2001-09-21,10900.000000,10900.000000,10600.000000,10650.000000,5961.389648,1333000
2001-09-24,10650.000000,10650.000000,10650.000000,10650.000000,5961.389648,0
2001-09-25,10650.000000,10800.000000,10400.000000,10450.000000,5849.439941,1931000
2001-09-26,10400.000000,10400.000000,10150.000000,10200.000000,5709.501465,1949000
2001-09-27,10150.000000,10150.000000,9950.000000,10000.000000,5597.549805,2173000
2001-09-28,10000.000000,10000.000000,10000.000000,10000.000000,5597.549805,0
2001-10-01,10050.000000,10100.000000,9950.000000,10000.000000,5597.549805,537500
2001-10-02,9950.000000,9950.000000,9600.000000,9600.000000,5373.648926,2295000
2001-10-03,9700.000000,9700.000000,9100.000000,9450.000000,5289.684570,3724000
2001-10-04,9500.000000,9750.000000,9350.000000,9750.000000,5457.612305,4029500
2001-10-05,9800.000000,9800.000000,9550.000000,9750.000000,5457.612305,2480500
2001-10-08,9250.000000,9350.000000,8800.000000,9250.000000,5177.734375,2016500
2001-10-09,9250.000000,9450.000000,9200.000000,9200.000000,5149.745605,1310000
2001-10-10,9250.000000,9400.000000,9200.000000,9250.000000,5177.734375,911000
2001-10-11,9350.000000,9400.000000,9300.000000,9300.000000,5205.722656,342500
2001-10-12,9350.000000,9550.000000,9200.000000,9500.000000,5317.673340,1469000
2001-10-15,9500.000000,9500.000000,9500.000000,9500.000000,5317.673340,0
2001-10-16,9400.000000,9650.000000,9350.000000,9600.000000,5373.648926,800000
2001-10-17,9600.000000,9600.000000,9550.000000,9600.000000,5373.648926,244000
2001-10-18,9500.000000,9600.000000,9500.000000,9600.000000,5373.648926,721500
2001-10-19,9550.000000,9650.000000,9450.000000,9550.000000,5345.659668,1820500
2001-10-22,9500.000000,9550.000000,9350.000000,9400.000000,5261.698730,797000
2001-10-23,9400.000000,9450.000000,9250.000000,9450.000000,5289.684570,2364500
2001-10-24,9450.000000,9450.000000,9250.000000,9250.000000,5177.734375,458000
2001-10-25,9250.000000,9750.000000,9250.000000,9700.000000,5429.625000,1424000
2001-10-26,9700.000000,9750.000000,9500.000000,9750.000000,5457.612305,2302500
2001-10-29,9600.000000,9650.000000,9300.000000,9350.000000,5233.709961,1181000
2001-10-30,9100.000000,9300.000000,9100.000000,9150.000000,5121.758301,3007000
2001-10-31,9150.000000,9150.000000,9000.000000,9000.000000,5037.795410,4561500
2001-11-01,9100.000000,9100.000000,8950.000000,9100.000000,5093.771484,2535500
2001-11-02,9100.000000,9150.000000,8800.000000,8850.000000,4953.832520,4476000
2001-11-05,8900.000000,8950.000000,8800.000000,8800.000000,4925.844727,758500
2001-11-06,8850.000000,8850.000000,8700.000000,8750.000000,4897.856445,1313500
2001-11-07,8800.000000,8850.000000,8700.000000,8750.000000,4897.856445,875500
2001-11-08,8800.000000,9050.000000,8800.000000,8850.000000,4953.832520,2189500
2001-11-09,8850.000000,8850.000000,8850.000000,8850.000000,4953.832520,0
2001-11-12,8600.000000,8650.000000,8250.000000,8250.000000,4617.979980,1873500
2001-11-13,8250.000000,8250.000000,7950.000000,8000.000000,4478.040527,3216000
2001-11-14,8050.000000,8300.000000,8050.000000,8150.000000,4562.003906,3527500
2001-11-15,8150.000000,8650.000000,8150.000000,8550.000000,4785.905762,5894500
2001-11-16,8550.000000,8750.000000,8550.000000,8600.000000,4813.894043,2037000
2001-11-19,8600.000000,8800.000000,8550.000000,8700.000000,4869.869629,2477000
2001-11-20,8700.000000,8950.000000,8500.000000,8500.000000,4757.917969,5146000
2001-11-21,8500.000000,8650.000000,8450.000000,8550.000000,4785.905762,2010000
2001-11-22,8500.000000,8600.000000,8450.000000,8500.000000,4757.917969,413500
2001-11-23,8500.000000,8550.000000,8300.000000,8350.000000,4673.954590,1248000
2001-11-26,8300.000000,8450.000000,8300.000000,8350.000000,4673.954590,1619500
2001-11-27,8400.000000,8550.000000,8300.000000,8400.000000,4701.941895,2213000
2001-11-28,8400.000000,8500.000000,8350.000000,8400.000000,4701.941895,1592500
2001-11-29,8500.000000,8500.000000,8350.000000,8450.000000,4729.929199,349500
2001-11-30,8400.000000,8400.000000,8250.000000,8300.000000,4645.966797,956500
2001-12-03,8300.000000,8300.000000,8050.000000,8050.000000,4506.027832,1896000
2001-12-04,8100.000000,8150.000000,7950.000000,8050.000000,4506.027832,4424000
2001-12-05,8100.000000,8400.000000,8050.000000,8250.000000,4617.979980,2216500
2001-12-06,8400.000000,8550.000000,8300.000000,8500.000000,4757.917969,3723500
2001-12-07,8500.000000,8500.000000,8300.000000,8400.000000,4701.941895,506000
2001-12-10,8400.000000,8400.000000,8250.000000,8400.000000,4701.941895,1022500
2001-12-11,8300.000000,8350.000000,8250.000000,8300.000000,4645.966797,702000
2001-12-12,8300.000000,8500.000000,8150.000000,8200.000000,4589.991211,1518000
2001-12-13,8250.000000,8250.000000,8100.000000,8150.000000,4562.003906,978000
2001-12-14,8150.000000,8150.000000,8150.000000,8150.000000,4562.003906,0
2001-12-17,8150.000000,8150.000000,8150.000000,8150.000000,4562.003906,0
2001-12-18,8150.000000,8150.000000,8150.000000,8150.000000,4562.003906,0
2001-12-19,8150.000000,8150.000000,8050.000000,8100.000000,4534.015137,341000
2001-12-20,8100.000000,8250.000000,8100.000000,8250.000000,4617.979980,738500
2001-12-21,8200.000000,8250.000000,8150.000000,8150.000000,4562.003906,318500
2001-12-24,8150.000000,8150.000000,8150.000000,8150.000000,4562.003906,0
2001-12-25,8150.000000,8150.000000,8150.000000,8150.000000,4562.003906,0
2001-12-26,8150.000000,8200.000000,8100.000000,8150.000000,4562.003906,233500
2001-12-27,8200.000000,8350.000000,8150.000000,8300.000000,4645.966797,778500
2001-12-28,8300.000000,8650.000000,8150.000000,8650.000000,4841.881836,5039000
2001-12-31,8650.000000,8650.000000,8650.000000,8650.000000,4841.881836,0
2002-01-01,8650.000000,8650.000000,8650.000000,8650.000000,4841.881836,0
2002-01-02,8350.000000,8350.000000,8250.000000,8300.000000,4645.966797,629500
2002-01-03,8300.000000,8300.000000,8300.000000,8300.000000,4645.966797,0
2002-01-04,8250.000000,8400.000000,8250.000000,8300.000000,4645.966797,1445000
2002-01-07,8350.000000,8450.000000,8300.000000,8450.000000,4729.929199,2315500
2002-01-08,8450.000000,8650.000000,8350.000000,8600.000000,4813.894043,3864500
2002-01-09,8600.000000,9000.000000,8600.000000,9000.000000,5037.795410,6611500
2002-01-10,9000.000000,9750.000000,9000.000000,9700.000000,5429.625000,11965500
2002-01-11,9800.000000,11100.000000,9750.000000,10850.000000,6073.343262,22528000
2002-01-14,11000.000000,11000.000000,10400.000000,10500.000000,5877.428711,6344000
2002-01-15,10550.000000,10700.000000,10450.000000,10500.000000,5877.428711,2766000
2002-01-16,10600.000000,11000.000000,10300.000000,10300.000000,5765.477051,6085500
2002-01-17,10300.000000,10600.000000,10150.000000,10550.000000,5905.415527,2615000
2002-01-18,10600.000000,10950.000000,10600.000000,10900.000000,6101.329102,5051000
2002-01-21,10900.000000,11150.000000,10600.000000,10600.000000,5933.403809,4812000
2002-01-22,10500.000000,10950.000000,10500.000000,10850.000000,6073.343262,2574500
2002-01-23,10800.000000,10950.000000,10700.000000,10900.000000,6101.329102,1620000
2002-01-24,10900.000000,11850.000000,10900.000000,11750.000000,6577.120605,18163000
2002-01-25,11900.000000,12300.000000,11750.000000,12200.000000,6829.011719,12313500
2002-01-28,12200.000000,12200.000000,11650.000000,11800.000000,6605.111328,6976500
2002-01-29,11750.000000,11950.000000,11600.000000,11650.000000,6521.146973,3098500
2002-01-30,11650.000000,11650.000000,11200.000000,11300.000000,6325.232422,3911500
2002-01-31,11300.000000,11300.000000,11300.000000,11300.000000,6325.232422,0
2002-02-01,11500.000000,11750.000000,11500.000000,11600.000000,6493.158691,4535500
2002-02-04,11500.000000,11700.000000,11450.000000,11600.000000,6493.158691,1486500
2002-02-05,11550.000000,11700.000000,11500.000000,11650.000000,6521.146973,2870500
2002-02-06,11700.000000,11900.000000,11400.000000,11450.000000,6409.195313,3889500
2002-02-07,11450.000000,11450.000000,10600.000000,10700.000000,5989.380371,8769000
2002-02-08,10600.000000,10750.000000,10450.000000,10600.000000,5933.403809,4009000
2002-02-11,10700.000000,10750.000000,10600.000000,10650.000000,5961.389648,790000
2002-02-12,10650.000000,10650.000000,10650.000000,10650.000000,5961.389648,0
2002-02-13,10750.000000,10900.000000,10650.000000,10750.000000,6017.366211,1278000
2002-02-14,10900.000000,10900.000000,10750.000000,10800.000000,6045.355469,1711000
2002-02-15,10850.000000,11200.000000,10850.000000,11100.000000,6213.280273,4518500
2002-02-18,11100.000000,11450.000000,11100.000000,11400.000000,6381.209473,4474500
2002-02-19,11400.000000,11700.000000,11350.000000,11350.000000,6353.219727,5236000
2002-02-20,11350.000000,11350.000000,11200.000000,11250.000000,6297.244141,1697500
2002-02-21,11300.000000,11400.000000,11100.000000,11300.000000,6325.232422,2134000
2002-02-22,11300.000000,11300.000000,11300.000000,11300.000000,6325.232422,0
2002-02-25,11250.000000,11250.000000,10650.000000,11000.000000,6157.305176,6824500
2002-02-26,11000.000000,11050.000000,10750.000000,10800.000000,6045.355469,2122500
2002-02-27,10800.000000,11000.000000,10700.000000,10950.000000,6129.318359,3284500
2002-02-28,11000.000000,11000.000000,10700.000000,10950.000000,6129.318359,4015500
2002-03-01,10900.000000,10950.000000,10750.000000,10900.000000,6101.329102,1940500
2002-03-04,10950.000000,11150.000000,10950.000000,11100.000000,6213.280273,4687500
2002-03-05,11200.000000,11300.000000,11100.000000,11250.000000,6297.244141,4275000
2002-03-06,11250.000000,11450.000000,11200.000000,11400.000000,6381.209473,4872500
2002-03-07,11450.000000,11650.000000,11400.000000,11450.000000,6409.195313,4694500
2002-03-08,11450.000000,11450.000000,11300.000000,11350.000000,6353.219727,2383000
2002-03-11,11100.000000,11400.000000,11100.000000,11150.000000,6241.269043,2187500
2002-03-12,11150.000000,11150.000000,10950.000000,11100.000000,6213.280273,2899500
2002-03-13,11050.000000,11250.000000,11050.000000,11200.000000,6269.256348,2669000
2002-03-14,11200.000000,11200.000000,11100.000000,11200.000000,6269.256348,3160000
2002-03-15,11200.000000,11200.000000,11200.000000,11200.000000,6269.256348,0
2002-03-18,11150.000000,11200.000000,11000.000000,11050.000000,6185.293457,1623500
2002-03-19,11000.000000,11050.000000,11000.000000,11050.000000,6185.293457,1546500
2002-03-20,11050.000000,11100.000000,10950.000000,11050.000000,6185.293457,2088500
2002-03-21,11100.000000,11200.000000,11100.000000,11200.000000,6269.256348,2979500
2002-03-22,11150.000000,11200.000000,11000.000000,11100.000000,6213.280273,2809500
2002-03-25,11100.000000,11150.000000,10950.000000,10950.000000,6129.318359,1627500
2002-03-26,11050.000000,11100.000000,10900.000000,10950.000000,6129.318359,1322000
2002-03-27,11000.000000,11100.000000,10800.000000,10800.000000,6045.355469,2432000
2002-03-28,10850.000000,11150.000000,10850.000000,10900.000000,6101.329102,4068000
2002-03-29,10900.000000,10900.000000,10900.000000,10900.000000,6101.329102,0
2002-04-01,11000.000000,11050.000000,10800.000000,10950.000000,6129.318359,851500
2002-04-02,10950.000000,11000.000000,10750.000000,10800.000000,6045.355469,1826500
2002-04-03,10900.000000,10900.000000,10650.000000,10650.000000,5961.389648,1659000
2002-04-04,10750.000000,10800.000000,10650.000000,10750.000000,6017.366211,3567500
2002-04-05,10900.000000,11150.000000,10850.000000,11100.000000,6213.280273,3932000
2002-04-08,11200.000000,11750.000000,11200.000000,11600.000000,6493.158691,12720500
2002-04-09,11650.000000,11800.000000,11400.000000,11450.000000,6409.195313,5334500
2002-04-10,11700.000000,12100.000000,11500.000000,11900.000000,6661.083496,12555500
2002-04-11,12050.000000,12300.000000,11650.000000,11650.000000,6521.146973,9791000
2002-04-12,11650.000000,11950.000000,11600.000000,11850.000000,6633.097656,2452500
2002-04-15,11950.000000,12100.000000,11750.000000,11850.000000,6633.097656,3191000
2002-04-16,11800.000000,12300.000000,11800.000000,11800.000000,6605.111328,6476000
2002-04-17,11900.000000,12050.000000,11650.000000,11700.000000,6549.133301,3198500
2002-04-18,11750.000000,11800.000000,11550.000000,11700.000000,6549.133301,2809500
2002-04-19,11750.000000,11850.000000,11600.000000,11700.000000,6549.133301,2111500
2002-04-22,11750.000000,11800.000000,11500.000000,11500.000000,6437.183594,1533000
2002-04-23,11650.000000,11750.000000,11550.000000,11750.000000,6577.120605,2004500
2002-04-24,11750.000000,11850.000000,11600.000000,11650.000000,6521.146973,3449500
2002-04-25,11700.000000,11700.000000,11500.000000,11600.000000,6493.158691,1718000
2002-04-26,11600.000000,11600.000000,11500.000000,11550.000000,6465.170410,1048000
2002-04-29,11500.000000,11500.000000,11300.000000,11350.000000,6353.219727,1020000
2002-04-30,11350.000000,11500.000000,11350.000000,11450.000000,6409.195313,1265500
2002-05-01,11450.000000,11450.000000,11350.000000,11450.000000,6409.195313,643000
2002-05-02,11500.000000,11700.000000,11450.000000,11700.000000,6549.133301,1696500
2002-05-03,11700.000000,11850.000000,11650.000000,11750.000000,6577.120605,1346000
2002-05-06,11700.000000,11700.000000,11500.000000,11550.000000,6465.170410,716000
2002-05-07,11550.000000,11700.000000,11500.000000,11700.000000,6549.133301,857000
2002-05-08,11700.000000,11750.000000,11600.000000,11650.000000,6521.146973,576500
2002-05-09,11650.000000,11650.000000,11650.000000,11650.000000,6521.146973,0
2002-05-10,11650.000000,11700.000000,11550.000000,11550.000000,6465.170410,729000
2002-05-13,11550.000000,11550.000000,11350.000000,11500.000000,6437.183594,1570500
2002-05-14,11450.000000,11500.000000,11400.000000,11450.000000,6409.195313,648500
2002-05-15,11500.000000,11500.000000,11300.000000,11350.000000,6353.219727,1028000
2002-05-16,11350.000000,11350.000000,11050.000000,11100.000000,6213.280273,1838000
2002-05-17,11100.000000,11250.000000,11050.000000,11100.000000,6213.280273,575000
2002-05-20,11100.000000,11100.000000,10850.000000,10850.000000,6073.343262,995500
2002-05-21,10850.000000,10850.000000,10650.000000,10750.000000,6017.366211,795500
2002-05-22,10750.000000,10850.000000,10500.000000,10600.000000,5933.403809,1648000
2002-05-23,10600.000000,10600.000000,10200.000000,10350.000000,5793.464355,1936500
2002-05-24,10350.000000,10450.000000,10050.000000,10150.000000,5681.514160,3882500
2002-05-27,10150.000000,10350.000000,10150.000000,10250.000000,5737.488770,1473000
2002-05-28,10400.000000,10500.000000,10350.000000,10450.000000,5849.439941,2898500
2002-05-29,10550.000000,10750.000000,10500.000000,10750.000000,6017.366211,2473000
2002-05-30,10800.000000,10850.000000,10650.000000,10700.000000,5989.380371,2005500
2002-05-31,10650.000000,10950.000000,10650.000000,10850.000000,6073.343262,2134500
2002-06-03,10750.000000,10800.000000,10650.000000,10800.000000,6045.355469,1195000
2002-06-04,10800.000000,10800.000000,10700.000000,10800.000000,6045.355469,817500
2002-06-05,10850.000000,11000.000000,10800.000000,10900.000000,6101.329102,1587000
2002-06-06,10950.000000,10950.000000,10700.000000,10700.000000,5989.380371,1000000
2002-06-07,10700.000000,10750.000000,10650.000000,10700.000000,5989.380371,1563500
2002-06-10,10600.000000,10750.000000,10600.000000,10650.000000,5961.389648,906000
2002-06-11,10750.000000,10750.000000,10650.000000,10650.000000,5961.389648,739000
2002-06-12,10600.000000,10900.000000,10600.000000,10900.000000,6101.329102,728500
2002-06-13,10900.000000,11400.000000,10900.000000,11350.000000,6353.219727,4238500
2002-06-14,11350.000000,11700.000000,11350.000000,11550.000000,6465.170410,4041000
2002-06-17,11550.000000,11550.000000,11450.000000,11450.000000,6409.195313,430500
2002-06-18,11500.000000,11500.000000,11300.000000,11300.000000,6325.232422,489500
2002-06-19,11350.000000,11350.000000,11050.000000,11200.000000,6269.256348,938000
2002-06-20,11100.000000,11150.000000,10950.000000,11000.000000,6157.305176,1789000
2002-06-21,11000.000000,11000.000000,10600.000000,10850.000000,6073.343262,2181000
2002-06-24,10700.000000,10800.000000,10650.000000,10750.000000,6017.366211,748000
2002-06-25,10700.000000,10850.000000,10650.000000,10750.000000,6017.366211,581000
2002-06-26,10700.000000,10800.000000,10350.000000,10400.000000,5821.452148,2495000
2002-06-27,10450.000000,10700.000000,10400.000000,10600.000000,5933.403809,895000
2002-06-28,10750.000000,10900.000000,10450.000000,10550.000000,5905.415527,1756500
2002-07-01,10650.000000,10650.000000,10300.000000,10400.000000,5821.452148,1346000
2002-07-02,10300.000000,10300.000000,9850.000000,10000.000000,5597.549805,4550500
2002-07-03,9800.000000,9800.000000,9450.000000,9450.000000,5453.282715,3832500
2002-07-04,9500.000000,9700.000000,9500.000000,9700.000000,5597.551758,1898000
2002-07-05,9700.000000,9900.000000,9700.000000,9750.000000,5626.403809,2281000
2002-07-08,9800.000000,9900.000000,9500.000000,9550.000000,5510.989258,2109500
2002-07-09,9550.000000,9550.000000,9300.000000,9400.000000,5424.431152,1761000
2002-07-10,9350.000000,9350.000000,9100.000000,9250.000000,5337.870605,1470500
2002-07-11,9150.000000,9300.000000,9050.000000,9100.000000,5251.310547,2396000
2002-07-12,9100.000000,9600.000000,9100.000000,9550.000000,5510.989258,2206500
2002-07-15,9550.000000,9750.000000,9550.000000,9650.000000,5568.696289,2539500
2002-07-16,9650.000000,9700.000000,9600.000000,9700.000000,5597.551758,1707500
2002-07-17,9600.000000,9650.000000,9400.000000,9500.000000,5482.137207,3871000
2002-07-18,9550.000000,9600.000000,9450.000000,9450.000000,5453.282715,1555500
2002-07-19,9450.000000,9450.000000,9300.000000,9300.000000,5366.724121,1892000
2002-07-22,9250.000000,9250.000000,8950.000000,9050.000000,5222.458008,3444500
2002-07-23,8900.000000,9300.000000,8900.000000,9300.000000,5366.724121,2271500
2002-07-24,9300.000000,9300.000000,8950.000000,9000.000000,5193.603516,2137500
2002-07-25,9150.000000,9300.000000,9000.000000,9050.000000,5222.458008,1957000
2002-07-26,9000.000000,9100.000000,8900.000000,8950.000000,5164.750977,1200500
2002-07-29,9000.000000,9150.000000,8950.000000,9100.000000,5251.310547,1571500
2002-07-30,9250.000000,9450.000000,9250.000000,9250.000000,5337.870605,3065000
2002-07-31,9250.000000,9250.000000,9150.000000,9250.000000,5337.870605,1330000
2002-08-01,9350.000000,9350.000000,9150.000000,9250.000000,5337.870605,1663500
2002-08-02,9150.000000,9200.000000,9150.000000,9200.000000,5309.015625,376500
2002-08-05,9100.000000,9100.000000,8950.000000,8950.000000,5164.750977,1660000
2002-08-06,8900.000000,9050.000000,8850.000000,9000.000000,5193.603516,2044000
2002-08-07,9200.000000,9200.000000,9100.000000,9150.000000,5280.163086,994000
2002-08-08,9150.000000,9150.000000,9150.000000,9150.000000,5280.163086,0
2002-08-09,9250.000000,9250.000000,9150.000000,9200.000000,5309.015625,593000
2002-08-12,9150.000000,9250.000000,9150.000000,9250.000000,5337.870605,507500
2002-08-13,9250.000000,9400.000000,9250.000000,9400.000000,5424.431152,614000
2002-08-14,9350.000000,9500.000000,9300.000000,9450.000000,5453.282715,1862000
2002-08-15,9500.000000,9550.000000,9350.000000,9400.000000,5424.431152,622500
2002-08-16,9400.000000,9500.000000,9400.000000,9450.000000,5453.282715,520500
2002-08-19,9400.000000,9400.000000,9300.000000,9350.000000,5395.577148,267000
2002-08-20,9400.000000,9400.000000,9050.000000,9100.000000,5251.310547,1296000
2002-08-21,9050.000000,9050.000000,8900.000000,9000.000000,5193.603516,2285500
2002-08-22,9100.000000,9100.000000,8900.000000,8900.000000,5135.896973,2232500
2002-08-23,8900.000000,8900.000000,8900.000000,8900.000000,5135.896973,0
2002-08-26,8950.000000,9050.000000,8900.000000,8900.000000,5135.896973,3009500
2002-08-27,8900.000000,8900.000000,8700.000000,8750.000000,5049.336914,2444000
2002-08-28,8700.000000,8700.000000,8250.000000,8400.000000,4847.362793,4766500
2002-08-29,8350.000000,8600.000000,8200.000000,8400.000000,4847.362793,4803000
2002-08-30,8400.000000,8600.000000,8400.000000,8450.000000,4876.215332,1083500
2002-09-02,8450.000000,8500.000000,8400.000000,8450.000000,4876.215332,564000
2002-09-03,8450.000000,8450.000000,8100.000000,8200.000000,4731.949707,2467000
2002-09-04,8100.000000,8150.000000,7950.000000,8150.000000,4703.096680,2152000
2002-09-05,8200.000000,8250.000000,8150.000000,8200.000000,4731.949707,1673000
2002-09-06,8100.000000,8500.000000,8100.000000,8400.000000,4847.362793,4378000
2002-09-09,8450.000000,8650.000000,8450.000000,8600.000000,4962.777344,1984000
2002-09-10,8650.000000,8650.000000,8450.000000,8550.000000,4933.922852,1042500
2002-09-11,8550.000000,8750.000000,8500.000000,8750.000000,5049.336914,2500000
2002-09-12,8750.000000,8800.000000,8600.000000,8700.000000,5020.483887,1731500
2002-09-13,8550.000000,8550.000000,8400.000000,8450.000000,4876.215332,628000
2002-09-16,8400.000000,8400.000000,8250.000000,8250.000000,4760.803711,680000
2002-09-17,8400.000000,8500.000000,8350.000000,8450.000000,4876.215332,758000
2002-09-18,8400.000000,8400.000000,8200.000000,8200.000000,4731.949707,754500
2002-09-19,8200.000000,8300.000000,8200.000000,8250.000000,4760.803711,1374000
2002-09-20,8100.000000,8400.000000,8100.000000,8400.000000,4847.362793,1626000
2002-09-23,8400.000000,8400.000000,8300.000000,8350.000000,4818.509766,238500
2002-09-24,8250.000000,8350.000000,8250.000000,8350.000000,4818.509766,445000
2002-09-25,8250.000000,8300.000000,8200.000000,8200.000000,4731.949707,486000
2002-09-26,8300.000000,8350.000000,8250.000000,8300.000000,4789.656250,650000
2002-09-27,8350.000000,8350.000000,8250.000000,8350.000000,4818.509766,271000
2002-09-30,8250.000000,8950.000000,8200.000000,8950.000000,5164.750977,1574000
